permaticker,ticker,cik,effective_from,effective_to,relationship_type,source,source_record_id,confidence,mapping_rationale,review_status
193960,V,1403161,2008-03-19,,direct,sharadar_tickers.secfilings,permaticker:193960,high,current symbol per Sharadar TICKERS; CIK from secfilings,auto_high_precedence
194025,LPLA,1397911,2010-11-18,,direct,sharadar_tickers.secfilings,permaticker:194025,high,current symbol per Sharadar TICKERS; CIK from secfilings,auto_high_precedence
194033,LULU,1397187,2007-07-27,,direct,sharadar_tickers.secfilings,permaticker:194033,high,current symbol per Sharadar TICKERS; CIK from secfilings,auto_high_precedence
194052,VMC,1396009,1988-01-05,,direct,sharadar_tickers.secfilings,permaticker:194052,high,current symbol per Sharadar TICKERS; CIK from secfilings,auto_high_precedence
194058,SOLR,1394954,2008-07-25,2011-08-08,ticker_rename,sharadar_tickers.secfilings,permaticker:194058,high,traded as SOLR until renamed 2011-08-09 (ACTIONS tickerchangefrom),auto_high_precedence
194058,GTAT,1394954,2011-08-09,2014-10-14,ticker_rename,sharadar_tickers.secfilings,permaticker:194058,high,traded as GTAT until renamed 2014-10-15 (ACTIONS tickerchangefrom),auto_high_precedence
194058,GTATQ,1394954,2014-10-15,2014-10-15,direct,sharadar_tickers.secfilings,permaticker:194058,high,current symbol per Sharadar TICKERS; CIK from secfilings,auto_high_precedence
194072,BX,1393818,2007-06-22,,direct,sharadar_tickers.secfilings,permaticker:194072,high,current symbol per Sharadar TICKERS; CIK from secfilings,auto_high_precedence
194076,DFS,1393612,2007-06-14,2025-05-16,direct,sharadar_tickers.secfilings,permaticker:194076,high,current symbol per Sharadar TICKERS; CIK from secfilings,auto_high_precedence
194082,PSA,1393311,1986-01-01,,direct,sharadar_tickers.secfilings,permaticker:194082,high,current symbol per Sharadar TICKERS; CIK from secfilings,auto_high_precedence
194084,VEEV,1393052,2013-10-16,,direct,sharadar_tickers.secfilings,permaticker:194084,high,current symbol per Sharadar TICKERS; CIK from secfilings,auto_high_precedence
194111,BK,1390777,1986-01-01,2026-05-20,ticker_rename,sharadar_tickers.secfilings,permaticker:194111,high,traded as BK until renamed 2026-05-21 (ACTIONS tickerchangefrom),auto_high_precedence
194111,BNY,1390777,2026-05-21,,direct,sharadar_tickers.secfilings,permaticker:194111,high,current symbol per Sharadar TICKERS; CIK from secfilings,auto_high_precedence
194126,TRGP,1389170,2010-12-07,,direct,sharadar_tickers.secfilings,permaticker:194126,high,current symbol per Sharadar TICKERS; CIK from secfilings,auto_high_precedence
194188,COV,1385187,2007-06-14,2015-01-26,direct,sharadar_tickers.secfilings,permaticker:194188,high,current symbol per Sharadar TICKERS; CIK from secfilings,auto_high_precedence
194189,TEL,1385157,2007-06-14,,direct,sharadar_tickers.secfilings,permaticker:194189,high,current symbol per Sharadar TICKERS; CIK from secfilings,auto_high_precedence
194190,RNG,1384905,2013-09-27,,direct,sharadar_tickers.secfilings,permaticker:194190,high,current symbol per Sharadar TICKERS; CIK from secfilings,auto_high_precedence
194245,IBKR,1381197,2007-05-04,,direct,sharadar_tickers.secfilings,permaticker:194245,high,current symbol per Sharadar TICKERS; CIK from secfilings,auto_high_precedence
194291,TWC,1377013,2007-01-10,2016-05-17,direct,sharadar_tickers.secfilings,permaticker:194291,high,current symbol per Sharadar TICKERS; CIK from secfilings,auto_high_precedence
194319,SMCI,1375365,2007-03-29,,direct,sharadar_tickers.secfilings,permaticker:194319,high,current symbol per Sharadar TICKERS; CIK from secfilings,auto_high_precedence
194340,SE,1373835,2006-12-14,2017-02-23,ticker_rename,sharadar_tickers.secfilings,permaticker:194340,high,traded as SE until renamed 2017-02-24 (ACTIONS tickerchangefrom),auto_high_precedence
194340,SE1,1373835,2017-02-24,2017-02-24,direct,sharadar_tickers.secfilings,permaticker:194340,high,current symbol per Sharadar TICKERS; CIK from secfilings,auto_high_precedence
194342,NOW,1373715,2012-06-29,,direct,sharadar_tickers.secfilings,permaticker:194342,high,current symbol per Sharadar TICKERS; CIK from secfilings,auto_high_precedence
194376,FEYE,1370880,2013-09-20,2021-10-04,ticker_rename,sharadar_tickers.secfilings,permaticker:194376,high,traded as FEYE until renamed 2021-10-05 (ACTIONS tickerchangefrom),auto_high_precedence
194376,MNDT,1370880,2021-10-05,2022-09-09,direct,sharadar_tickers.secfilings,permaticker:194376,high,current symbol per Sharadar TICKERS; CIK from secfilings,auto_high_precedence
194449,WU,1365135,2006-10-02,,direct,sharadar_tickers.secfilings,permaticker:194449,high,current symbol per Sharadar TICKERS; CIK from secfilings,auto_high_precedence
194456,BLK,2012383,1999-10-01,,direct,sharadar_tickers.secfilings,permaticker:194456,high,current symbol per Sharadar TICKERS; CIK from secfilings,auto_high_precedence
194466,SXCFF,1363851,2006-06-13,2006-06-27,ticker_rename,sharadar_tickers.secfilings,permaticker:194466,high,traded as SXCFF until renamed 2006-06-28 (ACTIONS tickerchangefrom),auto_high_precedence
194466,SXCI,1363851,2006-06-28,2012-07-09,ticker_rename,sharadar_tickers.secfilings,permaticker:194466,high,traded as SXCI until renamed 2012-07-10 (ACTIONS tickerchangefrom),auto_high_precedence
194466,CTRX,1363851,2012-07-10,2015-07-23,direct,sharadar_tickers.secfilings,permaticker:194466,high,current symbol per Sharadar TICKERS; CIK from secfilings,auto_high_precedence
194516,CXO,1358071,2007-08-03,2021-01-15,direct,sharadar_tickers.secfilings,permaticker:194516,high,current symbol per Sharadar TICKERS; CIK from secfilings,auto_high_precedence
194590,SPLK,1353283,2012-04-19,2024-03-15,direct,sharadar_tickers.secfilings,permaticker:194590,high,current symbol per Sharadar TICKERS; CIK from secfilings,auto_high_precedence
194597,EPAM,1352010,2012-02-08,,direct,sharadar_tickers.secfilings,permaticker:194597,high,current symbol per Sharadar TICKERS; CIK from secfilings,auto_high_precedence
194628,XXII,1347858,2014-03-11,,direct,sharadar_tickers.secfilings,permaticker:194628,high,current symbol per Sharadar TICKERS; CIK from secfilings,auto_high_precedence
194654,YELP,1345016,2012-03-02,,direct,sharadar_tickers.secfilings,permaticker:194654,high,current symbol per Sharadar TICKERS; CIK from secfilings,auto_high_precedence
194684,ORCL,1341439,1986-03-12,,direct,sharadar_tickers.secfilings,permaticker:194684,high,current symbol per Sharadar TICKERS; CIK from secfilings,auto_high_precedence
194695,VIAB,1339947,2005-12-05,2019-12-04,direct,sharadar_tickers.secfilings,permaticker:194695,high,current symbol per Sharadar TICKERS; CIK from secfilings,auto_high_precedence
194726,UARM,1336917,2005-11-18,2006-12-18,ticker_rename,sharadar_tickers.secfilings,permaticker:194726,high,traded as UARM until renamed 2006-12-19 (ACTIONS tickerchangefrom),auto_high_precedence
194726,UA,1336917,2006-12-19,2016-12-07,ticker_rename,sharadar_tickers.secfilings,permaticker:194726,high,traded as UA until renamed 2016-12-08 (ACTIONS tickerchangefrom),auto_high_precedence
194726,UAA,1336917,2016-12-08,,direct,sharadar_tickers.secfilings,permaticker:194726,high,current symbol per Sharadar TICKERS; CIK from secfilings,auto_high_precedence
194735,LYV,1335258,2005-12-21,,direct,sharadar_tickers.secfilings,permaticker:194735,high,current symbol per Sharadar TICKERS; CIK from secfilings,auto_high_precedence
194807,WDAY,1327811,2012-10-12,,direct,sharadar_tickers.secfilings,permaticker:194807,high,current symbol per Sharadar TICKERS; CIK from secfilings,auto_high_precedence
194809,PANW,1327567,2012-07-20,,direct,sharadar_tickers.secfilings,permaticker:194809,high,current symbol per Sharadar TICKERS; CIK from secfilings,auto_high_precedence
194817,FB,1326801,2012-05-18,2022-06-08,ticker_rename,sharadar_tickers.secfilings,permaticker:194817,high,traded as FB until renamed 2022-06-09 (ACTIONS tickerchangefrom),auto_high_precedence
194817,META,1326801,2022-06-09,,direct,sharadar_tickers.secfilings,permaticker:194817,high,current symbol per Sharadar TICKERS; CIK from secfilings,auto_high_precedence
194823,GME,1326380,2002-02-13,,direct,sharadar_tickers.secfilings,permaticker:194823,high,current symbol per Sharadar TICKERS; CIK from secfilings,auto_high_precedence
194830,DUK,1326160,1986-01-01,,direct,sharadar_tickers.secfilings,permaticker:194830,high,current symbol per Sharadar TICKERS; CIK from secfilings,auto_high_precedence
194849,EXPE,1324424,2005-07-21,,direct,sharadar_tickers.secfilings,permaticker:194849,high,current symbol per Sharadar TICKERS; CIK from secfilings,auto_high_precedence
194851,CF,1324404,2005-08-11,,direct,sharadar_tickers.secfilings,permaticker:194851,high,current symbol per Sharadar TICKERS; CIK from secfilings,auto_high_precedence
194897,TSLA,1318605,2010-06-29,,direct,sharadar_tickers.secfilings,permaticker:194897,high,current symbol per Sharadar TICKERS; CIK from secfilings,auto_high_precedence
194913,BLDR,1316835,2005-06-28,,direct,sharadar_tickers.secfilings,permaticker:194913,high,current symbol per Sharadar TICKERS; CIK from secfilings,auto_high_precedence
194984,NWS,1308161,1987-12-30,2013-06-30,ticker_rename,sharadar_tickers.secfilings,permaticker:194984,high,traded as NWS until renamed 2013-07-01 (ACTIONS tickerchangefrom),auto_high_precedence
194984,FOX,1308161,2013-07-01,2019-03-18,ticker_rename,sharadar_tickers.secfilings,permaticker:194984,high,traded as FOX until renamed 2019-03-19 (ACTIONS tickerchangefrom),auto_high_precedence
194984,TFCF,1308161,2019-03-19,2019-03-20,share_class,sharadar_tickers.secfilings,permaticker:194984,high,current symbol per Sharadar TICKERS; CIK from secfilings,auto_high_precedence
195014,DATA,1303652,2013-05-17,2019-07-31,direct,sharadar_tickers.secfilings,permaticker:195014,high,current symbol per Sharadar TICKERS; CIK from secfilings,auto_high_precedence
195045,LVS,1300514,2004-12-15,,direct,sharadar_tickers.secfilings,permaticker:195045,high,current symbol per Sharadar TICKERS; CIK from secfilings,auto_high_precedence
195059,DLR,1297996,2004-10-29,,direct,sharadar_tickers.secfilings,permaticker:195059,high,current symbol per Sharadar TICKERS; CIK from secfilings,auto_high_precedence
195133,EXR,1289490,2004-08-16,,direct,sharadar_tickers.secfilings,permaticker:195133,high,current symbol per Sharadar TICKERS; CIK from secfilings,auto_high_precedence
195146,GOOG,1288776,2004-08-19,2014-04-02,predecessor_cik,manual_override_table,edgar:CIK0001288776,approved_manual,Class A shares traded on-exchange as GOOG through 2014-04-02; Class A began trading as GOOGL on 2014-04-03 per Alphabet SEC disclosure (2014-03-27 was the stock-dividend RECORD date - not the symbol transition). Sharadar labels this series GOOGL for all history; this row resolves historical GOOG references,approved
195146,GOOGL,1288776,2014-04-03,2015-10-01,predecessor_cik,manual_override_table,edgar:CIK0001288776,approved_manual,Class A as GOOGL under Google Inc. from the 2014-04-03 symbol transition until the Alphabet holding-company reorganization effective 2015-10-02,approved
195146,GOOGL,1652044,2015-10-02,,successor_cik,manual_override_table,edgar:CIK0001652044,approved_manual,Alphabet Inc. is the successor issuer for Class A (GOOGL) from the 2015-10-02 reorganization,approved
195164,DPZ,1286681,2004-07-13,,direct,sharadar_tickers.secfilings,permaticker:195164,high,current symbol per Sharadar TICKERS; CIK from secfilings,auto_high_precedence
195175,IGL,1285785,1988-01-26,2004-10-24,ticker_rename,sharadar_tickers.secfilings,permaticker:195175,high,traded as IGL until renamed 2004-10-25 (ACTIONS tickerchangefrom),auto_high_precedence
195175,MOS,1285785,2004-10-25,,direct,sharadar_tickers.secfilings,permaticker:195175,high,current symbol per Sharadar TICKERS; CIK from secfilings,auto_high_precedence
195192,PCS,1283699,2007-04-19,2013-04-30,ticker_rename,sharadar_tickers.secfilings,permaticker:195192,high,traded as PCS until renamed 2013-05-01 (ACTIONS tickerchangefrom),auto_high_precedence
195192,TMUS,1283699,2013-05-01,,direct,sharadar_tickers.secfilings,permaticker:195192,high,current symbol per Sharadar TICKERS; CIK from secfilings,auto_high_precedence
195225,RF,1281761,1990-03-26,,direct,sharadar_tickers.secfilings,permaticker:195225,high,current symbol per Sharadar TICKERS; CIK from secfilings,auto_high_precedence
195231,MPWR,1280452,2004-11-19,,direct,sharadar_tickers.secfilings,permaticker:195231,high,current symbol per Sharadar TICKERS; CIK from secfilings,auto_high_precedence
195232,AMBA,1280263,2012-10-10,,direct,sharadar_tickers.secfilings,permaticker:195232,high,current symbol per Sharadar TICKERS; CIK from secfilings,auto_high_precedence
195237,WCG,1279363,2004-07-01,2020-01-23,direct,sharadar_tickers.secfilings,permaticker:195237,high,current symbol per Sharadar TICKERS; CIK from secfilings,auto_high_precedence
195256,ETE,1276187,2006-02-03,2018-10-21,ticker_rename,sharadar_tickers.secfilings,permaticker:195256,high,traded as ETE until renamed 2018-10-22 (ACTIONS tickerchangefrom),auto_high_precedence
195256,ET,1276187,2018-10-22,,direct,sharadar_tickers.secfilings,permaticker:195256,high,current symbol per Sharadar TICKERS; CIK from secfilings,auto_high_precedence
195259,RJR,1275283,1999-06-01,2004-08-01,ticker_rename,sharadar_tickers.secfilings,permaticker:195259,high,traded as RJR until renamed 2004-08-02 (ACTIONS tickerchangefrom),auto_high_precedence
195259,RAI,1275283,2004-08-02,2017-07-24,direct,sharadar_tickers.secfilings,permaticker:195259,high,current symbol per Sharadar TICKERS; CIK from secfilings,auto_high_precedence
195267,FSLR,1274494,2006-11-17,,direct,sharadar_tickers.secfilings,permaticker:195267,high,current symbol per Sharadar TICKERS; CIK from secfilings,auto_high_precedence
195268,HSP,1274057,2004-05-03,2015-09-02,direct,sharadar_tickers.secfilings,permaticker:195268,high,current symbol per Sharadar TICKERS; CIK from secfilings,auto_high_precedence
195290,LNKD,1271024,2011-05-19,2016-12-07,direct,sharadar_tickers.secfilings,permaticker:195290,high,current symbol per Sharadar TICKERS; CIK from secfilings,auto_high_precedence
195295,ICPT,1270073,2012-10-11,2023-11-07,direct,sharadar_tickers.secfilings,permaticker:195295,high,current symbol per Sharadar TICKERS; CIK from secfilings,auto_high_precedence
195315,TRW,1267097,2004-02-03,2015-05-14,direct,sharadar_tickers.secfilings,permaticker:195315,high,current symbol per Sharadar TICKERS; CIK from secfilings,auto_high_precedence
195336,FTNT,1262039,2009-11-18,,direct,sharadar_tickers.secfilings,permaticker:195336,high,current symbol per Sharadar TICKERS; CIK from secfilings,auto_high_precedence
195349,TDG,1260221,2006-03-15,,direct,sharadar_tickers.secfilings,permaticker:195349,high,current symbol per Sharadar TICKERS; CIK from secfilings,auto_high_precedence
195364,WLL,1255474,2003-11-20,2020-08-31,ticker_rename,sharadar_tickers.secfilings,permaticker:195364,high,traded as WLL until renamed 2020-09-01 (ACTIONS tickerchangefrom),auto_high_precedence
195364,WLL2,1255474,2020-09-01,2020-09-01,direct,sharadar_tickers.secfilings,permaticker:195364,high,current symbol per Sharadar TICKERS; CIK from secfilings,auto_high_precedence
195399,JAZZ,1232524,2007-06-01,,direct,sharadar_tickers.secfilings,permaticker:195399,high,current symbol per Sharadar TICKERS; CIK from secfilings,auto_high_precedence
195404,P,1230276,2011-06-15,2019-01-30,ticker_rename,sharadar_tickers.secfilings,permaticker:195404,high,traded as P until renamed 2019-01-31 (ACTIONS tickerchangefrom),auto_high_precedence
195404,P1,1230276,2019-01-31,2019-01-31,direct,sharadar_tickers.secfilings,permaticker:195404,high,current symbol per Sharadar TICKERS; CIK from secfilings,auto_high_precedence
195459,WAL,1212545,2005-07-01,,direct,sharadar_tickers.secfilings,permaticker:195459,high,current symbol per Sharadar TICKERS; CIK from secfilings,auto_high_precedence
195522,HLF,1180262,2004-12-16,,direct,sharadar_tickers.secfilings,permaticker:195522,high,current symbol per Sharadar TICKERS; CIK from secfilings,auto_high_precedence
195538,ALNY,1178670,2004-06-01,,direct,sharadar_tickers.secfilings,permaticker:195538,high,current symbol per Sharadar TICKERS; CIK from secfilings,auto_high_precedence
195563,FLT,1175454,2010-12-15,2024-03-24,ticker_rename,sharadar_tickers.secfilings,permaticker:195563,high,traded as FLT until renamed 2024-03-25 (ACTIONS tickerchangefrom),auto_high_precedence
195563,CPAY,1175454,2024-03-25,,direct,sharadar_tickers.secfilings,permaticker:195563,high,current symbol per Sharadar TICKERS; CIK from secfilings,auto_high_precedence
195570,WYNN,1174922,2002-10-25,,direct,sharadar_tickers.secfilings,permaticker:195570,high,current symbol per Sharadar TICKERS; CIK from secfilings,auto_high_precedence
195584,AMTD,1173431,1997-03-04,2020-10-04,ticker_rename,sharadar_tickers.secfilings,permaticker:195584,high,traded as AMTD until renamed 2020-10-05 (ACTIONS tickerchangefrom),auto_high_precedence
195584,AMTD1,1173431,2020-10-05,2020-10-05,direct,sharadar_tickers.secfilings,permaticker:195584,high,current symbol per Sharadar TICKERS; CIK from secfilings,auto_high_precedence
195621,KMX,1170010,1997-02-04,,direct,sharadar_tickers.secfilings,permaticker:195621,high,current symbol per Sharadar TICKERS; CIK from secfilings,auto_high_precedence
195633,NE,1169055,1990-03-26,2020-07-30,ticker_rename,sharadar_tickers.secfilings,permaticker:195633,high,traded as NE until renamed 2020-07-31 (ACTIONS tickerchangefrom),auto_high_precedence
195633,NEBLQ,1169055,2020-07-31,2021-02-08,direct,sharadar_tickers.secfilings,permaticker:195633,high,current symbol per Sharadar TICKERS; CIK from secfilings,auto_high_precedence
195646,XEC,1168054,2002-09-25,2021-09-30,direct,sharadar_tickers.secfilings,permaticker:195646,high,current symbol per Sharadar TICKERS; CIK from secfilings,auto_high_precedence
195649,APPY,1167419,2007-08-28,2016-12-18,ticker_rename,sharadar_tickers.secfilings,permaticker:195649,high,traded as APPY until renamed 2016-12-19 (ACTIONS tickerchangefrom),auto_high_precedence
195649,BIOP,1167419,2016-12-19,2017-10-18,ticker_rename,sharadar_tickers.secfilings,permaticker:195649,high,traded as BIOP until renamed 2017-10-19 (ACTIONS tickerchangefrom),auto_high_precedence
195649,RIOT,1167419,2017-10-19,,direct,sharadar_tickers.secfilings,permaticker:195649,high,current symbol per Sharadar TICKERS; CIK from secfilings,auto_high_precedence
195656,CMCSA,1166691,1988-07-07,,share_class,sharadar_tickers.secfilings,permaticker:195656,high,current symbol per Sharadar TICKERS; CIK from secfilings,auto_high_precedence
195663,JCP,1166126,1986-01-01,2020-05-18,ticker_rename,sharadar_tickers.secfilings,permaticker:195663,high,traded as JCP until renamed 2020-05-19 (ACTIONS tickerchangefrom),auto_high_precedence
195663,JCPNQ,1166126,2020-05-19,2021-01-07,ticker_rename,sharadar_tickers.secfilings,permaticker:195663,high,traded as JCPNQ until renamed 2021-01-08 (ACTIONS tickerchangefrom),auto_high_precedence
195663,CPPRQ,1166126,2021-01-08,2021-02-01,direct,sharadar_tickers.secfilings,permaticker:195663,high,current symbol per Sharadar TICKERS; CIK from secfilings,auto_high_precedence
195674,NEM,1164727,1986-01-01,,direct,sharadar_tickers.secfilings,permaticker:195674,high,current symbol per Sharadar TICKERS; CIK from secfilings,auto_high_precedence
195691,X,1163302,1991-04-12,2025-06-17,direct,sharadar_tickers.secfilings,permaticker:195691,high,current symbol per Sharadar TICKERS; CIK from secfilings,auto_high_precedence
195694,P,1163165,1986-01-01,2002-09-02,ticker_rename,sharadar_tickers.secfilings,permaticker:195694,high,traded as P until renamed 2002-09-03 (ACTIONS tickerchangefrom),auto_high_precedence
195694,COP,1163165,2002-09-03,,direct,sharadar_tickers.secfilings,permaticker:195694,high,current symbol per Sharadar TICKERS; CIK from secfilings,auto_high_precedence
195734,JBLU,1158463,2002-04-12,,direct,sharadar_tickers.secfilings,permaticker:195734,high,current symbol per Sharadar TICKERS; CIK from secfilings,auto_high_precedence
195735,AAP,1158449,2001-11-29,,direct,sharadar_tickers.secfilings,permaticker:195735,high,current symbol per Sharadar TICKERS; CIK from secfilings,auto_high_precedence
195742,AAOI,1158114,2013-09-26,,direct,sharadar_tickers.secfilings,permaticker:195742,high,current symbol per Sharadar TICKERS; CIK from secfilings,auto_high_precedence
195760,CME,1156375,2002-12-06,,direct,sharadar_tickers.secfilings,permaticker:195760,high,current symbol per Sharadar TICKERS; CIK from secfilings,auto_high_precedence
195763,ATH,1156039,2001-10-30,2004-12-01,ticker_rename,sharadar_tickers.secfilings,permaticker:195763,high,traded as ATH until renamed 2004-12-02 (ACTIONS tickerchangefrom),auto_high_precedence
195763,WLP,1156039,2004-12-02,2014-11-11,ticker_rename,sharadar_tickers.secfilings,permaticker:195763,high,traded as WLP until renamed 2014-11-12 (ACTIONS tickerchangefrom),auto_high_precedence
195763,ANTM,1156039,2014-11-12,2022-06-27,ticker_rename,sharadar_tickers.secfilings,permaticker:195763,high,traded as ANTM until renamed 2022-06-28 (ACTIONS tickerchangefrom),auto_high_precedence
195763,ELV,1156039,2022-06-28,,direct,sharadar_tickers.secfilings,permaticker:195763,high,current symbol per Sharadar TICKERS; CIK from secfilings,auto_high_precedence
195770,PODD,1145197,2007-05-15,,direct,sharadar_tickers.secfilings,permaticker:195770,high,current symbol per Sharadar TICKERS; CIK from secfilings,auto_high_precedence
195805,MA,1141391,2006-05-25,,direct,sharadar_tickers.secfilings,permaticker:195805,high,current symbol per Sharadar TICKERS; CIK from secfilings,auto_high_precedence
195812,ABC,1140859,1995-04-04,2023-08-28,ticker_rename,sharadar_tickers.secfilings,permaticker:195812,high,traded as ABC until renamed 2023-08-29 (ACTIONS tickerchangefrom),auto_high_precedence
195812,COR,1140859,2023-08-29,,direct,sharadar_tickers.secfilings,permaticker:195812,high,current symbol per Sharadar TICKERS; CIK from secfilings,auto_high_precedence
195815,WSH,1140536,2001-06-12,2015-01-20,ticker_rename,sharadar_tickers.secfilings,permaticker:195815,high,traded as WSH until renamed 2015-01-21 (ACTIONS tickerchangefrom),auto_high_precedence
195815,WLTW,1140536,2015-01-21,2022-01-09,ticker_rename,sharadar_tickers.secfilings,permaticker:195815,high,traded as WLTW until renamed 2022-01-10 (ACTIONS tickerchangefrom),auto_high_precedence
195815,WTW,1140536,2022-01-10,,direct,sharadar_tickers.secfilings,permaticker:195815,high,current symbol per Sharadar TICKERS; CIK from secfilings,auto_high_precedence
195842,STX,1137789,2002-12-11,,direct,sharadar_tickers.secfilings,permaticker:195842,high,current symbol per Sharadar TICKERS; CIK from secfilings,auto_high_precedence
195843,PRU,1137774,2001-12-13,,direct,sharadar_tickers.secfilings,permaticker:195843,high,current symbol per Sharadar TICKERS; CIK from secfilings,auto_high_precedence
195845,COL,1137411,2001-06-15,2018-11-26,direct,sharadar_tickers.secfilings,permaticker:195845,high,current symbol per Sharadar TICKERS; CIK from secfilings,auto_high_precedence
195852,CEY,1136893,2001-06-20,2006-02-05,ticker_rename,sharadar_tickers.secfilings,permaticker:195852,high,traded as CEY until renamed 2006-02-06 (ACTIONS tickerchangefrom),auto_high_precedence
195852,FIS,1136893,2006-02-06,,direct,sharadar_tickers.secfilings,permaticker:195852,high,current symbol per Sharadar TICKERS; CIK from secfilings,auto_high_precedence
195853,ZMH,1136869,2001-07-25,2015-06-29,ticker_rename,sharadar_tickers.secfilings,permaticker:195853,high,traded as ZMH until renamed 2015-06-30 (ACTIONS tickerchangefrom),auto_high_precedence
195853,ZBH,1136869,2015-06-30,,direct,sharadar_tickers.secfilings,permaticker:195853,high,current symbol per Sharadar TICKERS; CIK from secfilings,auto_high_precedence
195878,NOC,1133421,1986-01-01,,direct,sharadar_tickers.secfilings,permaticker:195878,high,current symbol per Sharadar TICKERS; CIK from secfilings,auto_high_precedence
195902,OSTK,1130713,2002-05-30,2023-11-05,ticker_rename,sharadar_tickers.secfilings,permaticker:195902,high,traded as OSTK until renamed 2023-11-06 (ACTIONS tickerchangefrom),auto_high_precedence
195902,BYON,1130713,2023-11-06,2025-08-28,ticker_rename,sharadar_tickers.secfilings,permaticker:195902,high,traded as BYON until renamed 2025-08-29 (ACTIONS tickerchangefrom),auto_high_precedence
195902,BBBY,1130713,2025-08-29,,direct,sharadar_tickers.secfilings,permaticker:195902,high,current symbol per Sharadar TICKERS; CIK from secfilings,auto_high_precedence
195958,VMW,1124610,2007-08-15,2023-11-21,direct,sharadar_tickers.secfilings,permaticker:195958,high,current symbol per Sharadar TICKERS; CIK from secfilings,auto_high_precedence
195962,EXAS,1124140,2001-02-01,2026-03-20,direct,sharadar_tickers.secfilings,permaticker:195962,high,current symbol per Sharadar TICKERS; CIK from secfilings,auto_high_precedence
195973,GPN,1123360,2001-01-16,,direct,sharadar_tickers.secfilings,permaticker:195973,high,current symbol per Sharadar TICKERS; CIK from secfilings,auto_high_precedence
195983,AET,1122304,1986-01-01,2018-11-28,direct,sharadar_tickers.secfilings,permaticker:195983,high,current symbol per Sharadar TICKERS; CIK from secfilings,auto_high_precedence
195993,OIS,1121484,2001-02-09,,direct,sharadar_tickers.secfilings,permaticker:195993,high,current symbol per Sharadar TICKERS; CIK from secfilings,auto_high_precedence
196024,COH,1116132,2000-10-06,2017-10-30,ticker_rename,sharadar_tickers.secfilings,permaticker:196024,high,traded as COH until renamed 2017-10-31 (ACTIONS tickerchangefrom),auto_high_precedence
196024,TPR,1116132,2017-10-31,,direct,sharadar_tickers.secfilings,permaticker:196024,high,current symbol per Sharadar TICKERS; CIK from secfilings,auto_high_precedence
196057,ILMN,1110803,2000-07-28,,direct,sharadar_tickers.secfilings,permaticker:196057,high,current symbol per Sharadar TICKERS; CIK from secfilings,auto_high_precedence
196059,MON,1110783,2000-10-18,2018-06-05,ticker_rename,sharadar_tickers.secfilings,permaticker:196059,high,traded as MON until renamed 2018-06-06 (ACTIONS tickerchangefrom),auto_high_precedence
196059,MON2,1110783,2018-06-06,2018-06-06,direct,sharadar_tickers.secfilings,permaticker:196059,high,current symbol per Sharadar TICKERS; CIK from secfilings,auto_high_precedence
196066,PE,1109357,1986-01-01,2000-10-22,ticker_rename,sharadar_tickers.secfilings,permaticker:196066,high,traded as PE until renamed 2000-10-23 (ACTIONS tickerchangefrom),auto_high_precedence
196066,EXC,1109357,2000-10-23,,direct,sharadar_tickers.secfilings,permaticker:196066,high,current symbol per Sharadar TICKERS; CIK from secfilings,auto_high_precedence
196078,CRM,1108524,2004-06-23,,direct,sharadar_tickers.secfilings,permaticker:196078,high,current symbol per Sharadar TICKERS; CIK from secfilings,auto_high_precedence
196101,AOL,1105705,1992-03-19,2001-01-11,ticker_rename,sharadar_tickers.secfilings,permaticker:196101,high,traded as AOL until renamed 2001-01-12 (ACTIONS tickerchangefrom),auto_high_precedence
196101,TWX,1105705,2001-01-12,2018-06-15,direct,sharadar_tickers.secfilings,permaticker:196101,high,current symbol per Sharadar TICKERS; CIK from secfilings,auto_high_precedence
196107,INSM,1104506,2000-06-01,,direct,sharadar_tickers.secfilings,permaticker:196107,high,current symbol per Sharadar TICKERS; CIK from secfilings,auto_high_precedence
196115,KFT,1103982,2001-06-13,2012-10-04,ticker_rename,sharadar_tickers.secfilings,permaticker:196115,high,traded as KFT until renamed 2012-10-05 (ACTIONS tickerchangefrom),auto_high_precedence
196115,MDLZ,1103982,2012-10-05,,direct,sharadar_tickers.secfilings,permaticker:196115,high,current symbol per Sharadar TICKERS; CIK from secfilings,auto_high_precedence
196145,ENTG,1101302,2000-07-11,,direct,sharadar_tickers.secfilings,permaticker:196145,high,current symbol per Sharadar TICKERS; CIK from secfilings,auto_high_precedence
196146,EQIX,1101239,2000-08-11,,direct,sharadar_tickers.secfilings,permaticker:196146,high,current symbol per Sharadar TICKERS; CIK from secfilings,auto_high_precedence
196147,ADS,1101215,2001-06-15,2022-04-03,ticker_rename,sharadar_tickers.secfilings,permaticker:196147,high,traded as ADS until renamed 2022-04-04 (ACTIONS tickerchangefrom),auto_high_precedence
196147,BFH,1101215,2022-04-04,,direct,sharadar_tickers.secfilings,permaticker:196147,high,current symbol per Sharadar TICKERS; CIK from secfilings,auto_high_precedence
196170,EW,1099800,2000-03-27,,direct,sharadar_tickers.secfilings,permaticker:196170,high,current symbol per Sharadar TICKERS; CIK from secfilings,auto_high_precedence
196179,MET,1099219,2000-04-05,,direct,sharadar_tickers.secfilings,permaticker:196179,high,current symbol per Sharadar TICKERS; CIK from secfilings,auto_high_precedence
